,_id,movie_title,year,mpaa_rating,runtime,genre,rating,metascore,summary,director,stars,votes,gross_revenue_us_canada,imdb_url,image_url
0,1000001,Lovers Lane,1999,Not Rated,90,"Horror, Mystery, Thriller",,,A man who committed a series of murders thirteen years ago begins to hunt down his victims' children.,Jon Steven Ward,"     Diedre Kilgore, Carter Roy, Brian Allemand, Anna Faris","1,219",,https://www.imdb.com/title/tt0187251/,"https://m.media-amazon.com/images/M/MV5BYmU5OGUxYjgtNjg4Zi00ZDdkLWIzZWMtZmU1NDM3MWY0YmEzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1,1000002,Dead Silent,1999,Not Rated,95,Thriller,,,Young Amanda witnesses her parents' murder and is rendered mute. Her aunt Julia temporarily takes her in but soon discovers that her dead sister and brother-in-law may have held a secret ...                See full summary »,Roger Cardinal,"     Rob Lowe, Catherine Mary Stewart, Arlen Aguayo Stewart, Larry Day",350,,https://www.imdb.com/title/tt0195630/,"https://m.media-amazon.com/images/M/MV5BMTM5MDE1MDU5M15BMl5BanBnXkFtZTgwODQyOTk1MDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
2,1000003,Animal Attraction: Carnal Desires,1999,R,87,"Drama, Romance",,,"When business becomes pleasure at a massage parlor, someone has to lose.",Eric Gibson,"     Tamara Landry, Steven Ginsburg, Susan Featherly, Peggy Trentini",384,,https://www.imdb.com/title/tt0225339/,"https://m.media-amazon.com/images/M/MV5BMTY3ODkxMDQyM15BMl5BanBnXkFtZTcwNTE0OTgyMQ@@._V1_UY98_CR1,0,67,98_AL_.jpg"
3,1000004,Stripper Wives,1999,R,86,"Drama, Romance",,,"A group of women wanting to enrich their lives, sign up to a class teaching striptease.",Paul Thomas,"     Lauren Hays, Bobby Johnston, Ashlyn Gere, Peter Janosi",185,,https://www.imdb.com/title/tt0197922/,"https://m.media-amazon.com/images/M/MV5BZDM1NzdkNWEtNjFhNC00YjM2LWE0OGYtYTJlN2VkMjM0MzkxXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UY98_CR1,0,67,98_AL_.jpg"
4,1000005,Web of Seduction,1999,R,95,"Drama, Mystery, Thriller",,,"In this erotic tale of suspense, seduction, and murder, a cleaning woman finds herself working for two wives who are wealthy, idle, and ignored by their husbands. The maid persuades the two...                See full summary »",Blain Brown,"     Lauren Hays, Eric Acsell, Tracy Ryan, Stephan Camus",458,,https://www.imdb.com/title/tt0214299/,"https://m.media-amazon.com/images/M/MV5BZGQ2Nzk3MzctMzdkNC00NTdmLWE1NTctNDI2MmRiOTc5YzU3XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
5,1000006,Straightman,1999,Not Rated,101,Drama,,,"After being dumped by their girlfriends, best friends Jack and David decide to move in together. David looks forward to their shared bachelor life, but their lives start to change when Jack works up the courage to come out of the closet.",Ben Berkowitz,"     Ben Redgrave, Ben Berkowitz, Rachel Tamayo, Butch Jerinic",243,,https://www.imdb.com/title/tt0282186/,"https://m.media-amazon.com/images/M/MV5BMTI1ODUwNDg3NV5BMl5BanBnXkFtZTcwMDk1MTQyMQ@@._V1_UY98_CR0,0,67,98_AL_.jpg"
6,1000007,The Seventh Sense,1999,R,98,Drama,,,"A blind street musician, shut off from everything but her music, begins working with a reclusive composer who uses sensual metaphors as teaching tools. Farced with the possibility of ...                See full summary »",Lawrence Lanoff,"     Lucy Jenner, Endre Hules, Christian Malmin, LoriDawn Messuri",194,,https://www.imdb.com/title/tt0218599/,"https://m.media-amazon.com/images/M/MV5BMzkwYjIzZGMtZWFiYi00OTBhLWE4NmEtYTc3ZDVjYzcwMzgzXkEyXkFqcGdeQXVyOTU5MDg2OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
7,1000008,Sinful Obsession,1999,R,90,Drama,,,A sexually unfulfilled housewife begins working in a high class brothel and starts a mutually obsessive relationship with a creepy regular customer.,Eric Gibson,"     Nikki Fritz, Burke Morgan, Dana Robbins, Julia Kruis",282,,https://www.imdb.com/title/tt0209320/,"https://m.media-amazon.com/images/M/MV5BOThjNzcyMDctNzM5Yy00ODk3LWFmMjAtZjY0MDYwOGYyMzkzXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UX67_CR0,0,67,98_AL_.jpg"
8,1000009,The Contract,II) ,,91,Thriller,,,"After a bad day with her boss, friend, husband, babysitter etc., Anne goes to a bar. A man offers to solve her problems. As a joke, she signs a napkin. Hours later, the boss is dead.",Steven R. Monroe,"     Camilla Overbye Roos, Jeff Fahey, Andrew Keegan, Amy Weber",288,,https://www.imdb.com/title/tt0191911/,"https://m.media-amazon.com/images/M/MV5BNmNjNTMyNjUtZWEyNy00YTg3LTllYzktZmRjM2JlMTBlYjEzXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
9,1000010,Corporate Fantasy,1999,R,86,"Drama, Romance",,,"Daisy is a beautiful no-nonsense employee in an advertising firm. Her female co-workers want to help her find someone, meanwhile the male co-workers are betting on who can bed her first.",Charles Randazzo,"     Tracy Ryan, Jarod Carey, Catalina Larranaga, John Gallo",265,,https://www.imdb.com/title/tt0217334/,"https://m.media-amazon.com/images/M/MV5BMzIxYzdhZjItYThjZi00YWNjLWFlNTctMmU5N2E4MjhiYWU4XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
10,1000011,Hot Wax Zombies on Wheels,1999,Not Rated,82,"Comedy, Horror",,,A sleepy fishing village is terrorized by a band of hairless zombies on motorcycles.,Michael Roush,"     Jill Miller, Gwen Somers, Trevor Lovell, Jon Briddell",832,,https://www.imdb.com/title/tt0160376/,"https://m.media-amazon.com/images/M/MV5BNWQ2NGZlOTAtNTQzOC00NjhiLThlOGYtNjUyZDVmZTlmODQ4XkEyXkFqcGdeQXVyMjM2OTAxNg@@._V1_UY98_CR1,0,67,98_AL_.jpg"
11,1000012,Sixteen Tongues,1999,Unrated,80,"Horror, Sci-Fi",,,The lives of an assasin and her hacker girlfriend are shattered when they cross paths with a rogue cop holed up inside an S/M hotel.,Scooter McCrae,"     Jane Chase, Crawford James, Alice Liu, Jonny Tingle",248,,https://www.imdb.com/title/tt0190008/,"https://m.media-amazon.com/images/M/MV5BMjMxMzg3OTE3NF5BMl5BanBnXkFtZTcwNjM5ODcxNw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
12,1000013,Meet Prince Charming,1999,R,94,"Drama, Romance",,,"Jonathan 'Jack' Harris is a waiter, who hopes to start a newspaper called The Tribeca Times, after the part of Manhattan where he lives, and while struggling to find advertisers and stories...                See full summary »",Brett Parker,"     Tia Carrere, David Charvet, Nia Vardalos, Vincent Angell",766,,https://www.imdb.com/title/tt0194143/,"https://m.media-amazon.com/images/M/MV5BMTgwOTUzMjY0Ml5BMl5BanBnXkFtZTcwOTk1NDIyMQ@@._V1_UY98_CR0,0,67,98_AL_.jpg"
13,1000014,Hot Club California,1999,R,89,Comedy,,,"Three sisters find $100,000 and use it to get out of Detroit and go to California, so they go to their Uncle's club but find it a dead end. But a Detroit mob boss big shot has found out who...                See full summary »",John Quinn,"     Angela Nicholas, Tracy Ryan, Amanda Prentice, Nick Pellegrino",189,,https://www.imdb.com/title/tt0339174/,"https://m.media-amazon.com/images/M/MV5BZWVlYzdiODktOGU2OC00YThhLWJmYzgtYTJkODVmYmYxYzUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjg5Nzc3NTU@._V1_UY98_CR2,0,67,98_AL_.jpg"
