,_id,movie_title,year,mpaa_rating,runtime,genre,rating,metascore,summary,director,stars,votes,gross_revenue_us_canada,imdb_url,image_url
7819,1007820,Extreme Wrestling Federation,2017,,,"Action, Sport",,,Independent Wrestling Company.,,,,,https://www.imdb.com/title/tt7984898/,"https://m.media-amazon.com/images/M/MV5BZDEyOWRkMGItZDRmZi00NGQ2LWJkOTYtNThlMjIwM2ZlNDJjXkEyXkFqcGdeQXVyODQ3MTgzNjE@._V1_UY98_CR15,0,67,98_AL_.jpg"
7820,1007821,Blood Brothers,VII),,,Drama,,,Add a Plot,,,,,https://www.imdb.com/title/tt10577878/,"https://m.media-amazon.com/images/M/MV5BZGMxYTk0YTctOTYyMy00NDFjLWJlYjAtNzk1MGQyMTE2ZWQ4XkEyXkFqcGdeQXVyMTA1MDEzMjk0._V1_UY98_CR1,0,67,98_AL_.jpg"
7821,1007822,Kong: Skull Island,2017,PG-13,118,"Action, Adventure, Fantasy",,62        ,"After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong and must fight to escape a primal Eden.",Jordan Vogt-Roberts,"     Tom Hiddleston, Samuel L. Jackson, Brie Larson, John C. Reilly","329,434",,https://www.imdb.com/title/tt3731562/,"https://m.media-amazon.com/images/M/MV5BMWUxNjZiNTAtZmMwMi00MmYxLTkxZGEtZWE1MzU0OWFjOTNhXkEyXkFqcGdeQXVyNzk1MzI3MTI@._V1_UX67_CR0,0,67,98_AL_.jpg"
7822,1007823,Mining for Ruby,2017,Not Rated,95,"Drama, Romance",,,A widower dealing with his depression falls for an environmental activist.,Zoe Quist,"     Mischa Barton, Billy Zane, Jonathan Bennett, Antoinette Kalaj",449,,https://www.imdb.com/title/tt2962932/,"https://m.media-amazon.com/images/M/MV5BMTQzNTgwMzQwMV5BMl5BanBnXkFtZTgwMjk0MDUyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
7823,1007824,Stealing Sunrise 2: Malibu Trail,2017,Not Rated,99,"Action, Drama",,,"In this sequel to ""Stealing Sunrise"", two strangers interconnected to the violent events 9 years earlier, team up to hunt down the guy responsible.",Michael Jason Allen,"     Michael Jason Allen, Sheri Kresnicka, Seth Gandrud, Mac Hawbaker",20,,https://www.imdb.com/title/tt4902138/,"https://m.media-amazon.com/images/M/MV5BZmExM2YwZGQtN2U1ZC00YmE3LTlmMzQtNzc1MGY1NzBjYjY1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTkyNjk2NDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
7824,1007825,Doobious Sources,2017,TV-MA,102,Comedy,,,"A pair of weed-loving, free lance video journalists find themselves targeted by a mark they slandered in one of their exposes.",Clif Lord,"     Jason Weissbrod, Jeff Lorch, Creagen Dow, Edward James Gage",148,,https://www.imdb.com/title/tt2262216/,"https://m.media-amazon.com/images/M/MV5BNjc3ZDFlZjMtODM5OS00MDVmLWE5MDEtYzdlMzBkNDI1NGE5L2ltYWdlXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY98_CR3,0,67,98_AL_.jpg"
7825,1007826,The Unhandymen,2017,,81,Comedy,,,Two handymen enter the home of a mild-mannered undertaker and get a huge surprise. Various visitors follow and get swept up in the nefarious doings of the undertaker.,Steve Oakley,"     Dawna Lee Heising, Debra Lamb, Victoria De Mare, Deborah Dutch",11,,https://www.imdb.com/title/tt6032670/,"https://m.media-amazon.com/images/M/MV5BMjJhYmJlNDQtYTUwNi00MmRkLWI0NGItNTcwZGZhZmRjMDQyXkEyXkFqcGdeQXVyMTk5NjA5MTE@._V1_UY98_CR4,0,67,98_AL_.jpg"
7826,1007827,Married on a Monday,2017,,99,Comedy,,,"Jackie, a quirky musician becomes a baker, a cowgirl, and even a princess to obtain her dream wedding...all while hiding it from her maid of honor.",Nancy Boyd,"     Gale Alley, Kimberly Alley, Magnus Brunswick, Rachel Carreri",15,,https://www.imdb.com/title/tt6086432/,"https://m.media-amazon.com/images/M/MV5BMWNlOGI2MmItZGViZi00ZGI2LWE4Y2YtYmZjMjg5OGZkY2I5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjkwMzE3MTg@._V1_UX67_CR0,0,67,98_AL_.jpg"
7827,1007828,Camp Ground,2017,,,Crime,,,The Camp has a gang So the new teens comes to town and makes a gang of their own but what they didn't know is two members are traitors and actually new members of their rival gang.,"David Hutcherson, Ethan Korver","     Ethan Korver, Da Ton, Francis Radovanovic, Frankie Clementi",,,https://www.imdb.com/title/tt6076290/,"https://m.media-amazon.com/images/M/MV5BOWQ4OTZlMjAtNmQyZi00MTMzLTg2NjMtYTFlMTczYTg0ZmJiXkEyXkFqcGdeQXVyNjE5NDY2MzM@._V1_UY98_CR5,0,67,98_AL_.jpg"
7828,1007829,The Dogs of War or That's What Friends Are For,2017,,107,"Comedy, Drama, Musical",,,A live staged film compilation about gang warfare and romantic intrigue in a mysterious reality which unfolds with continuously evolving waves of rhyme in rap poetry.,James Domine,"     Antonette Bracks, Matt DeHaven, Collin Lee Ellis, Tyler Guillory",,,https://www.imdb.com/title/tt5883990/,"https://m.media-amazon.com/images/M/MV5BMzYzODhjMWQtOWJhZC00Zjc1LWI2MTItODE1YjM2N2I3MDMyXkEyXkFqcGdeQXVyNTUxNzcwOTI@._V1_UY98_CR41,0,67,98_AL_.jpg"
